ervals,photovoltaic,wind,Demand
"tX1954",9626,2024,64873
"tX1955",12738,2383,65221.75
"tX1956",15007,2610,66375.5
"tX1957",15893,3069,65840
"tX1958",15782,3300,64925.5
"tX1959",14438,3576,63895
"tX1960",11330,3559,63180
"tX1961",6646,3233,61572.75
"tX1962",2448,2584,61184.75
"tX1963",230,2155,63198.25
"tX1964",,1851,65705.5
"tX1965",,1768,62060.25
"tX1966",,1809,58405.5
"tX1967",,1763,55365.25
"tX1968",,1721,50444.5
"tX1969",,1506,47249
"tX1970",,1269,45214
"tX1971",,1084,44582.25
"tX1972",,1006,45161
"tX1973",,907,46852.5
"tX1974",,818,50526
"tX1975",355,861,57364.75
"tX1976",2694,963,62640.5
"tX1977",6568,688,64670.25
"tX1978",11093,467,64771.25
"tX1979",15045,483,66266.75
"tX1980",17351,474,67528
"tX1981",17326,482,66794
"tX1982",15794,491,66110.5
"tX1983",13071,491,65038.5
"tX1984",9630,446,63980
"tX1985",5674,399,62148.75
"tX1986",2171,428,61698.5
"tX1987",213,609,63652.25
"tX1988",,903,66037.25
"tX1989",,1413,62484.25
"tX1990",,1722,58361.25
"tX1991",,1998,55088.25
"tX1992",,2320,49827
"tX1993",,2808,46684.25
"tX1994",,3119,44811.75
"tX1995",,3306,43687.75
"tX1996",,3656,44422
"tX1997",,4213,46360.5
"tX1998",,4476,49821.75
"tX1999",496,4761,56557.25
"tX2000",3531,5428,61791
"tX2001",8124,4915,64111.5
"tX2002",12714,4467,64832.25
"tX2003",16005,4685,66075.5
"tX2004",17567,5017,67386.25
"tX2005",17126,5629,66452.75
"tX2006",15133,5945,66177.5
"tX2007",11814,6244,65228.75
"tX2008",7941,6298,63608.25
"tX2009",4240,6365,62055.5
"tX2010",1402,6659,61988
"tX2011",138,7333,64199
"tX2012",,8008,65852.25
"tX2013",,8371,61205.75
"tX2014",,8560,58167.5
"tX2015",,8285,54865.75
"tX2016",,8123,49966
"tX2017",,8128,46945
"tX2018",,8148,44894.25
"tX2019",,7906,43638
"tX2020",,7230,44248.5
"tX2021",,6210,46254.5
"tX2022",,5276,49816
"tX2023",116,4541,57077
"tX2024",862,3915,62972.75
"tX2025",1892,3379,65620.25
"tX2026",3205,3384,67013.75
"tX2027",4376,3476,67511.75
"tX2028",5362,3678,68259.5
"tX2029",6078,3942,67370
"tX2030",5829,3972,66548
"tX2031",4832,4063,65663
"tX2032",3360,4330,64939.25
"tX2033",1831,4262,63764
"tX2034",666,3822,63547
"tX2035",82,4103,65100
"tX2036",,4331,66761.5
"tX2037",,5179,62687
"tX2038",,5871,58799.25
"tX2039",,6457,56305
"tX2040",,6352,51458
"tX2041",,6412,47864.25
"tX2042",,6462,45650
"tX2043",,6797,45277.25
"tX2044",,6634,45864
"tX2045",,6902,46892.5
"tX2046",,7165,50068
"tX2047",202,7111,56319
"tX2048",1578,7028,61876.25
"tX2049",4034,7468,63898.25
"tX2050",7260,8680,65555.75
"tX2051",10069,10185,68212.75
"tX2052",11932,11015,70019
"tX2053",11037,12007,67937.75
"tX2054",9991,13058,66351.75
"tX2055",8555,13582,65284.25
"tX2056",6185,13676,63818
"tX2057",3714,12954,62296.5
"tX2058",1491,10847,62191.25
"tX2059",180,9471,63267
"tX2060",,9358,64551.5
"tX2061",,9218,60977
"tX2062",,8566,56693
"tX2063",,7837,54192
"tX2064",,7000,49918.25
"tX2065",,6241,46365.5
"tX2066",,5527,44422.25
"tX2067",,4948,43079
"tX2068",,4603,43127
"tX2069",,3937,43417.5
"tX2070",,3114,43720
"tX2071",436,2687,43550.5
"tX2072",2997,2347,46779.75
"tX2073",7006,2158,50398.75
"tX2074",11684,2587,53558.75
"tX2075",14869,4396,54742.5
"tX2076",16066,6192,55123.5
"tX2077",16358,7375,54145.5
"tX2078",15899,8247,53400.25
"tX2079",13347,9224,52091.25
"tX2080",9602,10305,52206.75
"tX2081",5210,10955,51534.75
"tX2082",1731,11350,52369
"tX2083",194,13123,55117.25
"tX2084",,15163,56997.25
"tX2085",,16078,53097.75
"tX2086",,16806,49929.75
"tX2087",,17226,48529.75
"tX2088",,17907,44655.5
"tX2089",,18292,41293.75
"tX2090",,18683,36721.75
"tX2091",,19466,37312.625
"tX2092",,19571,37903.5
"tX2093",,20498,37753
"tX2094",,21854,38224.75
"tX2095",22,22049,37679.75
"tX2096",367,21542,38641
"tX2097",1390,21423,41505
"tX2098",2946,21811,45354.75
"tX2099",4403,22179,48287.5
"tX2100",5404,21720,52190.75
"tX2101",5585,21104,52656
"tX2102",5334,20007,50123.75
"tX2103",4395,18632,48499.75
"tX2104",3542,17767,47773
"tX2105",2624,16669,46776
"tX2106",1310,16463,47013.25
"tX2107",471,17653,50857
"tX2108",59,20505,52074.25
"tX2109",,23534,53536.75
"tX2110",,26276,52827
"tX2111",,27848,52797.25
"tX2112",,27998,49264.75
"tX2113",,28019,45909.5
"tX2114",,27846,45076
"tX2115",,27295,44523.75
"tX2116",,26966,45592.25
"tX2117",,26646,47075
"tX2118",,26230,50599.25
"tX2119",58,26981,57801.5
"tX2120",723,27172,63849.75
"tX2121",2629,28038,67338.75
"tX2122",5362,28474,69414.75
"tX2123",7629,28177,70472.25
"tX2124",9618,28147,71754
"tX2125",11700,28110,71613.5
"tX2126",12924,28498,71045.75
"tX2127",12742,28892,70479.25
"tX2128",11284,28898,68846.25
"tX2129",8579,28914,66712.25
"tX2130",5078,28462,64878.5
"tX2131",1827,27556,65168.75
"tX2132",229,24571,65664.5
"tX2133",,21180,65985.5
"tX2134",,18978,62919
"tX2135",,18270,58540.75
"tX2136",,17859,52996.25
"tX2137",,17847,48853.25
"tX2138",,18661,46995.25
"tX2139",,19314,47177.5
"tX2140",,19791,47181.25
"tX2141",,21079,49240.5
"tX2142",,22139,52179.5
"tX2143",43,24799,58490.75
"tX2144",297,26918,65801.5
"tX2145",1524,28401,69897.5
"tX2146",3450,28561,70800.5
"tX2147",5380,28693,72120
"tX2148",7858,28186,72917.75
"tX2149",9945,27949,72528
"tX2150",10476,27692,72150.5
"tX2151",9706,27586,71079.5
"tX2152",8423,26452,68868.75
"tX2153",6300,26296,66199
"tX2154",4072,25694,65738.25
"tX2155",1698,26383,65492
"tX2156",219,27547,66763.75
"tX2157",4,28191,67563.75
"tX2158",,27828,64675.25
"tX2159",,26810,60691.5
"tX2160",,26522,55756.25
"tX2161",,26117,51268.75
"tX2162",,25694,48985
"tX2163",,24937,48351.75
"tX2164",,24467,48678.25
"tX2165",,24425,49692
"tX2166",,24130,53104
"tX2167",103,23852,58818.5
"tX2168",988,23816,64013
"tX2169",3361,24670,67470
"tX2170",6152,26422,70064.5
"tX2171",8780,27212,71341.25
"tX2172",11052,27513,72894
"tX2173",12595,26859,71881
"tX2174",13798,27094,70194
"tX2175",13799,26927,70112.5
"tX2176",11974,26804,68852.75
"tX2177",8816,26191,67344.25
"tX2178",5078,25621,65807
"tX2179",1975,24510,64827.75
"tX2180",217,22649,65019
"tX2181",5,20596,64606.75
"tX2182",,19130,60234
"tX2183",,18524,57625.75
"tX2184",,18532,52745.5
"tX2185",,18132,46825.5
"tX2186",,18006,46828.75
"tX2187",,17848,46030.5
"tX2188",,17417,46493.75
"tX2189",,16222,47349.5
"tX2190",,14903,50478.25
"tX2191",50,14180,56806
"tX2192",449,13839,61870.25
"tX2193",1661,13197,64820.75
"tX2194",3560,14182,66541.5
"tX2195",5760,15897,68117.25
"tX2196",7992,17587,68871.5
"tX2197",10065,19165,68218
"tX2198",11399,21272,67305.25
"tX2199",11886,22959,66416.25
"tX2200",11163,23753,65288.5
"tX2201",9314,24386,64061.75
"tX2202",5656,23099,62103
"tX2203",2372,21990,61582
"tX2204",333,19077,61019.75
"tX2205",6,16126,60115.5
"tX2206",,14752,57175
"tX2207",,14765,54650.25
"tX2208",,14265,50637
"tX2209",,13944,46798.75
"tX2210",,13643,44235.5
"tX2211",,12667,42962.25
"tX2212",,11590,42185.75
"tX2213",,10642,42329
"tX2214",,9370,41410
"tX2215",165,8479,39474.5
"tX2216",1822,7725,40237.5
"tX2217",5671,6898,43614.25
"tX2218",10264,7448,47021
"tX2219",14098,8430,49837.25
"tX2220",15966,8216,52165.25
"tX2221",17880,7574,51117
"tX2222",18683,7246,48718.5
"tX2223",18242,6934,46708
"tX2224",15914,6524,45211.75
"tX2225",11712,6159,44371.5
"tX2226",6852,5520,45088
"tX2227",2605,4789,46118.5
"tX2228",331,3819,46674.75
"tX2229",6,3592,48361.75
"tX2230",,3777,47109.5
"tX2231",,3941,46401
"tX2232",,3698,43721
"tX2233",,3349,40288
"tX2234",,3028,38135
"tX2235",,2802,37338.5
"tX2236",,2687,37276.5
"tX2237",,2546,37753.5
"tX2238",,2484,38451.25
"tX2239",56,2448,38997.75
"tX2240",952,2347,40521
"tX2241",3327,1844,44098.5
"tX2242",6570,1384,47199.5
"tX2243",9718,1801,49176.75
"tX2244",11779,2517,51216
"tX2245",12493,3142,51341.75
"tX2246",12493,3605,49629
"tX2247",11837,4205,47725.25
"tX2248",10961,5160,47411.25
"tX2249",8582,5414,46797.75
"tX2250",5532,5782,47962.75
"tX2251",2182,6195,48861.25
"tX2252",339,5266,48076.25
"tX2253",6,4729,47919.25
"tX2254",,4969,46060
"tX2255",,4752,44832
"tX2256",,4512,42178
"tX2257",,4181,39191.25
"tX2258",,3852,37553.25
"tX2259",,3569,36597.5
"tX2260",,3430,36191.5
"tX2261",,3235,36510.5
"tX2262",,2945,36166.25
"tX2263",250,2748,35001
"tX2264",2706,2599,36170.75
"tX2265",8048,1906,39975.5
"tX2266",13911,900,42736.25
"tX2267",18426,959,44646.75
"tX2268",19762,1902,47296.75
"tX2269",19070,2502,46119
"tX2270",18152,2962,42780.75
"tX2271",16600,3364,41535.25
"tX2272",14124,3931,40324.5
"tX2273",10682,4326,39476.25
"tX2274",6468,4273,39706.25
"tX2275",2742,4064,41350.75
"tX2276",421,3340,42361.75
"tX2277",6,3235,44193.75
"tX2278",,3369,44016.25
"tX2279",,3330,43713.75
"tX2280",,3334,41053
"tX2281",,3200,38075
"tX2282",,2878,35993.5
"tX2283",,2757,34936.25
"tX2284",,2739,34934.25
"tX2285",,2910,35456.5
"tX2286",,3135,35610.75
"tX2287",137,3290,34884.75
"tX2288",1506,3346,35782.25
"tX2289",4480,2742,39230
"tX2290",7568,2464,43149.25
"tX2291",10145,2971,45274.75
"tX2292",11969,3770,47708.5
"tX2293",12960,4726,46911.25
"tX2294",13763,5082,44905.75
"tX2295",14235,4721,43530.75
"tX2296",13144,4501,42448.75
"tX2297",10905,4325,41973
"tX2298",7207,4184,42720.75
"tX2299",3004,3569,43983.5
"tX2300",514,2872,44955.25
"tX2301",8,2580,47108.25
"tX2302",,2640,46736
"tX2303",,2512,46594.5
"tX2304",,2105,43794.25
"tX2305",,1712,41203
"tX2306",,1258,39540
"tX2307",,1029,38951.5
"tX2308",,1330,39592.75
"tX2309",,2099,41607.25
"tX2310",2,2968,45638.25
"tX2311",304,4151,53243.75
"tX2312",2908,5171,59157.75
"tX2313",8024,5401,63088.25
"tX2314",13315,4110,64234.5
"tX2315",16849,3556,65357.75
"tX2316",19023,5133,66465
"tX2317",20410,7627,66725.25
"tX2318",20343,9052,66207.25
"tX2319",19057,10381,64753
"tX2320",16312,10955,63519
"tX2321",12322,10950,61772.25
"tX2322",7464,10860,60674
"tX2323",2966,9822,60362.75
"tX2324",467,8375,60480
"tX2325",6,7501,61067.75
"tX2326",,7178,58542
"tX2327",,7201,55379.25
"tX2328",,7068,50977.5
"tX2329",,7133,47080.75
"tX2330",,6634,44840
"tX2331",,6131,43587
"tX2332",,6135,44266.75
"tX2333",,5956,45462.25
"tX2334",2,5633,48431.25
"tX2335",284,5526,54780
"tX2336",1900,5079,59721.5
"tX2337",4961,5047,63024.75
"tX2338",8380,5019,64439.5
"tX2339",11311,4944,65598.75
"tX2340",13720,4772,66439.25
"tX2341",15566,4223,65709.75
"tX2342",16676,3563,64550.5
"tX2343",16218,2933,62667.75
"tX2344",14672,2580,61442.25
"tX2345",11355,2113,59732
"tX2346",7173,1686,59138.5
"tX2347",3039,1296,59297.5
"tX2348",530,939,59504.5
"tX2349",11,904,60073
"tX2350",,819,57978.25
"tX2351",,785,54612.75
"tX2352",,809,50283
"tX2353",,875,46155.25
"tX2354",,981,43854.75
"tX2355",,1168,42769
"tX2356",,1506,43549.75
"tX2357",,1836,45210
"tX2358",4,2183,48445.5
"tX2359",430,2328,53550.25
"tX2360",2812,2481,59031
"tX2361",7283,2090,61935.75
"tX2362",12573,1326,63579.75
"tX2363",17253,1087,64607
"tX2364",20691,947,65401.25
"tX2365",22796,672,64561.5
"tX2366",23195,442,63718.75
"tX2367",21785,286,62138.25
"tX2368",18878,222,60700.25
"tX2369",14404,201,58768.5
"tX2370",8914,188,57848.75
"tX2371",3739,208,57535
"tX2372",660,290,57870.75
"tX2373",12,553,58707.75
"tX2374",,760,56846
"tX2375",,928,53278.25
"tX2376",,945,48770.75
"tX2377",,990,44922.75
"tX2378",,973,42622.5
"tX2379",,891,41560.75
"tX2380",,762,42149.5
"tX2381",,708,43784.75
"tX2382",6,583,47023.25
"tX2383",458,583,53543.75
"tX2384",3138,750,58375.75
"tX2385",8353,872,61461.5
"tX2386",14121,525,62350.75
"tX2387",18797,342,63818
"tX2388",21792,373,64487.25
"tX2389",23568,401,63300.25
"tX2390",23727,472,61968.25
"tX2391",22056,547,60169.25
"tX2392",18543,597,58522.5
"tX2393",13834,665,56925.75
"tX2394",8305,771,56713.5
"tX2395",3396,1067,56481.5
"tX2396",613,1538,56126
"tX2397",11,2530,56494.25
"tX2398",,4016,54343.75
"tX2399",,5421,50959.5
"tX2400",,6467,46695
"tX2401",,6922,42854.75
"tX2402",,7036,40826.5
"tX2403",,7262,39451.25
"tX2404",,7879,39168.75
"tX2405",,8067,39792
"tX2406",5,8707,40527.25
"tX2407",350,9667,41522.25
"tX2408",2266,10126,44453.75
"tX2409",5792,9760,48695
"tX2410",9644,8561,51287.25
"tX2411",13102,9354,52701.5
"tX2412",15183,11728,54186
"tX2413",15657,14921,54135.75
"tX2414",14427,17703,53099.5
"tX2415",12945,19349,51989.5
"tX2416",10336,20608,51654.75
"tX2417",7113,20992,51317.25
"tX2418",3983,21260,51733.5
"tX2419",1651,19974,51507
"tX2420",351,21854,52256.25
"tX2421",14,19694,51443.75
"tX2422",,18681,49599
"tX2423",,17282,47530.75
"tX2424",,16764,43343.75
"tX2425",,16300,40545
"tX2426",,15009,38022.75
"tX2427",,13301,36720.75
"tX2428",,11555,36543
"tX2429",,9911,36875
"tX2430",8,8735,36878.5
"tX2431",438,8453,36006
"tX2432",2416,8281,38102.5
"tX2433",6233,7528,40982.5
"tX2434",11354,7018,43835.75
"tX2435",16460,7866,46980.25
"tX2436",19289,9402,50037.75
"tX2437",20356,10890,49759.75
"tX2438",20042,11369,47991.5
"tX2439",18968,11619,46290.25
"tX2440",16949,11905,44650
"tX2441",13462,12159,44364.5
"tX2442",8569,12297,45387.25
"tX2443",3754,12090,47176.75
"tX2444",792,10305,47396
"tX2445",22,10892,48188.75
"tX2446",,14420,48125.5
"tX2447",,18561,48294.75
"tX2448",,22065,45957.5
"tX2449",,24650,43992.75
"tX2450",,25022,41526.5
"tX2451",,25016,40792.5
"tX2452",,23566,40688
"tX2453",,21393,42921.75
"tX2454",10,19689,47387.25
"tX2455",476,18467,55497.5
"tX2456",2765,16738,60877
"tX2457",6729,15639,63289.5
"tX2458",11504,15692,64330.5
"tX2459",15652,14867,65852
"tX2460",17882,14516,67477
"tX2461",18235,14917,67115.5
"tX2462",17904,15367,66660
"tX2463",16863,16176,65453
"tX2464",14451,16464,64488
"tX2465",11127,16190,62217.75
"tX2466",7278,14822,60793.25
"tX2467",3335,12772,59886.5
"tX2468",696,9672,59935.5
"tX2469",26,7287,59520.75
"tX2470",,6256,57177.75
"tX2471",,5637,53687
"tX2472",,5014,48966.75
"tX2473",,4527,45740.5
"tX2474",,4080,43784
"tX2475",,4028,43263
"tX2476",,4460,44117.25
"tX2477",,5308,45732.25
"tX2478",11,5991,49360
"tX2479",484,6658,56827.75
"tX2480",3117,7153,61613.75
"tX2481",7723,6533,62328.5
"tX2482",13222,5735,63559.25
"tX2483",18071,6836,65509
"tX2484",21130,8784,67208.25
"tX2485",22376,10656,66863.5
"tX2486",21957,12179,66630.75
"tX2487",19947,13328,65638.5
"tX2488",16688,13802,64183.75
"tX2489",12086,13990,61981.25
"tX2490",7333,13129,60963
"tX2491",3255,11414,60201.5
"tX2492",742,9855,59849.75
"tX2493",27,9352,59693.25
"tX2494",,9454,57523.5
"tX2495",,9860,53881.75
"tX2496",,9665,49088.75
"tX2497",,9404,45441.75
"tX2498",,9269,43410.75
"tX2499",,9112,42324.5
"tX2500",,8764,42378.5
"tX2501",,8540,44426.25
"tX2502",18,8240,48593.5
"tX2503",678,8198,55975.75
"tX2504",3650,8214,61601.75
"tX2505",8808,7294,63884
"tX2506",14681,6745,64531.25
"tX2507",19621,8442,66617
"tX2508",23079,12157,69270.75
"tX2509",24682,15377,68680.25
"tX2510",24751,16830,67931.75
"tX2511",23421,18389,66057.75
"tX2512",20321,19822,66311.75
"tX2513",15584,20114,64191.75
"tX2514",9615,19574,62979
"tX2515",4050,18128,62122.75
"tX2516",764,14262,60942
"tX2517",25,12425,60553.5
"tX2518",,11743,58604.25
"tX2519",,11368,54709.75
"tX2520",,9951,49674.5
"tX2521",,8938,46394.75
"tX2522",,7616,43577
"tX2523",,6269,42249
"tX2524",,5539,42325.5
"tX2525",,5172,44063.5
"tX2526",18,4707,48065
"tX2527",619,4454,55420.75
"tX2528",3477,4129,60618.5
"tX2529",8124,4192,63577.5
"tX2530",12324,5051,64854.25
"tX2531",15909,5171,65705.5
"tX2532",17925,5367,66540.75
"tX2533",18895,6053,66088.75
"tX2534",18476,6566,65321
"tX2535",16980,7031,63783.5
"tX2536",14036,7436,62450.25
"tX2537",10465,7796,60879.75
"tX2538",6506,7803,60008.25
"tX2539",2903,7501,58621
"tX2540",614,6507,58181.25
"tX2541",28,5596,57565.75
"tX2542",,5375,55328.25
"tX2543",,5122,51282
"tX2544",,4879,47055.75
"tX2545",,4737,43406
"tX2546",,4660,41288.5
"tX2547",,4555,40360.75
"tX2548",,4368,40936.75
"tX2549",,4236,42272.25
"tX2550",15,4438,46370.5
"tX2551",440,4602,53469.25
"tX2552",2227,4220,58695
"tX2553",5197,3781,61201.5
"tX2554",8554,4240,61688.75
"tX2555",10866,4567,63917
"tX2556",12397,4705,64488.75
"tX2557",13671,5055,63741.75
"tX2558",13515,5754,62216.75
"tX2559",11985,6901,60748.5
"tX2560",9975,8326,59405.75
"tX2561",7674,9207,58245
"tX2562",4823,10069,57538.75
"tX2563",2350,10372,57134.75
"tX2564",589,9056,56052.25
"tX2565",33,7631,54909.75
"tX2566",,7666,53575.25
"tX2567",,7610,50881
"tX2568",,7255,46796.5
"tX2569",,6849,43121.75
"tX2570",,6157,40447.25
"tX2571",,5596,39560
"tX2572",,5115,39734
"tX2573",,4803,40172.25
"tX2574",30,4366,40720.5
"tX2575",825,4086,41236
"tX2576",4104,3142,44414
"tX2577",9458,1860,48796
"tX2578",15069,1676,51871
"tX2579",17899,2653,53757.25
"tX2580",18312,3378,54606
"tX2581",18860,3486,52380.75
"tX2582",19506,3336,50444.5
"tX2583",19182,3567,49174.5
"tX2584",17492,3905,48020
"tX2585",14086,4026,47340
"tX2586",9367,3919,47361
"tX2587",4539,3752,48200.25
"tX2588",1087,3306,47616.75
"tX2589",45,3106,47269.75
"tX2590",,3220,46517.25
"tX2591",,3148,44517.75
"tX2592",,3242,41251.25
"tX2593",,3139,38444
"tX2594",,2916,36340
"tX2595",,2527,35467.75
"tX2596",,2317,35612.25
"tX2597",,2134,35765.25
"tX2598",30,1847,36082.25
"tX2599",828,1623,35275.5
"tX2600",4279,1463,36987.25
"tX2601",9588,1052,41050.75
"tX2602",15118,872,44332.25
"tX2603",19761,1202,46107.75
"tX2604",22982,1285,47875.5
"tX2605",25003,1141,47376.75
"tX2606",25012,1119,45383
"tX2607",23412,1132,43685.25
"tX2608",20429,1241,42418.25
"tX2609",16077,1504,41575.5
"tX2610",10323,1682,42430
"tX2611",4769,1940,44686.25
"tX2612",1194,2165,45484.25
"tX2613",51,2625,46042.5
"tX2614",,3389,46087.5
"tX2615",,3909,44823.75
"tX2616",,4180,41551.25
"tX2617",,4342,38929.5
"tX2618",,4374,37588.75
"tX2619",,4146,37169.25
"tX2620",,4116,37690.25
"tX2621",,4318,39649.25
"tX2622",38,4588,44400.25
"tX2623",968,4972,52084.5
"tX2624",4532,4656,57813.25
"tX2625",10253,3007,60352
"tX2626",16173,2344,61198.75
"tX2627",20885,2816,62562.75
"tX2628",23988,3370,63895.5
"tX2629",25478,4071,63433.25
"tX2630",25500,4940,62564
"tX2631",24145,5676,61992.5
"tX2632",21030,6125,61205.5
"tX2633",16267,6520,59260.5
"tX2634",10245,6625,58192
"tX2635",4723,6299,57506.75
"tX2636",1194,5308,57651.5
"tX2637",54,5262,56590.5
"tX2638",,5667,55227.5
"tX2639",,5491,51425.75
"tX2640",,4995,46425
"tX2641",,4313,43214.25
"tX2642",,3722,41526.25
"tX2643",,3319,40612.25
"tX2644",,3386,40786.75
"tX2645",,4518,42321
"tX2646",45,6068,46084.25
"tX2647",1052,7295,52893.75
"tX2648",4834,8019,58675.5
"tX2649",10585,6351,61501.5
"tX2650",16393,5771,62222
"tX2651",21076,7048,64201.5
"tX2652",24015,8960,66746.25
"tX2653",25447,11051,66938
"tX2654",25540,12263,65969.25
"tX2655",24152,12966,64148.75
"tX2656",21066,14214,62734.75
"tX2657",16281,14527,60534
"tX2658",10402,14221,59644.75
"tX2659",4809,13133,58798.75
"tX2660",1209,11969,58564.75
"tX2661",65,11211,57563.5
"tX2662",,11084,55913.75
"tX2663",,10907,52136.5
"tX2664",,10448,47722.5
"tX2665",,9854,43586
"tX2666",,9423,41988.5
"tX2667",,9437,41166.75
"tX2668",,9109,41905.5
"tX2669",,8767,43570
"tX2670",40,8367,47475
"tX2671",799,7826,54557.25
"tX2672",3397,6907,59819
"tX2673",7312,5797,62670.25
"tX2674",11438,5082,63896.5
"tX2675",15254,4453,65155.5
"tX2676",18029,3837,66223.75
"tX2677",19562,3273,65432.5
"tX2678",19838,3033,64465.75
"tX2679",18937,2831,62842.25
"tX2680",17011,2883,60886
"tX2681",13669,2801,58911.25
"tX2682",9136,2451,58404
"tX2683",4366,2116,57900.5
"tX2684",1209,1976,57715
"tX2685",79,2015,56872.5
"tX2686",,2163,56006.5
"tX2687",,2377,51980
"tX2688",,2577,47474.75
"tX2689",,2730,43971.25
"tX2690",,2911,42222.5
"tX2691",,3164,41458
"tX2692",,3351,42280
"tX2693",,3250,43882.75
"tX2694",45,3200,47398.25
"tX2695",908,3106,54289.25
"tX2696",3951,2782,59521
"tX2697",8311,2025,61813
"tX2698",12751,1602,62403
"tX2699",16772,1614,63298.25
"tX2700",19879,1545,64104.5
"tX2701",21562,1612,63285.5
"tX2702",22058,1863,62764.75
"tX2703",21091,1879,61137.5
"tX2704",18426,2175,60550.5
"tX2705",14519,2051,58560
"tX2706",9576,1932,57850.25
"tX2707",4709,1832,57816
"tX2708",1281,1596,57692.75
"tX2709",78,1701,57034
"tX2710",,2139,56334.5
"tX2711",,2211,52044.75
"tX2712",,1973,46986.5
"tX2713",,1782,43973.5
"tX2714",,1602,42270.25
"tX2715",,1424,41434.5
"tX2716",,1253,41911
"tX2717",,1122,43478.75
"tX2718",65,1108,47101.5
"tX2719",1133,1256,54035
"tX2720",4643,1412,59486.5
"tX2721",9824,1243,62085.75
"tX2722",15210,796,62935.75
"tX2723",20042,1042,63909.5
"tX2724",23330,1613,64297.5
"tX2725",24807,2432,63640.25
"tX2726",24942,3355,62857
"tX2727",23402,3909,61465.25
"tX2728",20304,4275,59975.5
"tX2729",15816,4048,58450.75
"tX2730",10251,3491,57997
"tX2731",4474,2716,56988
"tX2732",1227,1885,56721.75
"tX2733",80,1695,55478.5
"tX2734",,2092,53818.5
"tX2735",,2773,50335
"tX2736",,3695,46113.25
"tX2737",,4690,43097.5
"tX2738",,5728,41135.25
"tX2739",,6574,39783.25
"tX2740",,7052,39582.25
"tX2741",,7076,39833.25
"tX2742",35,7261,40186.5
"tX2743",768,6911,41112.75
"tX2744",3176,6576,44516.75
"tX2745",6011,5721,48894.5
"tX2746",8745,4802,52136
"tX2747",10868,4359,53772.25
"tX2748",11960,4682,54581.75
"tX2749",12428,5633,53953.25
"tX2750",11768,6875,52149.75
"tX2751",10256,7873,50739.25
"tX2752",7725,8492,49935.75
"tX2753",5302,8151,49053.75
"tX2754",3312,7721,50197.5
"tX2755",1584,6914,49836.75
"tX2756",441,5805,49205
"tX2757",40,5061,48212.5
"tX2758",,5281,47198.75
"tX2759",,5153,45047.5
"tX2760",,5400,41546.75
"tX2761",,5526,37886
"tX2762",,5336,35681.25
"tX2763",,4991,34510.25
"tX2764",,4586,34168
"tX2765",,3955,34641.75
"tX2766",41,3524,34929
"tX2767",658,3095,34694.25
"tX2768",2736,2597,36766
"tX2769",6157,2165,40373.75
"tX2770",10101,2181,43831.5
"tX2771",13153,2553,46534
"tX2772",15023,3271,48630.25
"tX2773",15979,3976,48797.75
"tX2774",15896,4258,46680.75
"tX2775",14821,4355,44948.25
"tX2776",13231,3964,44684
"tX2777",10125,3178,44130.25
"tX2778",6540,2360,45269.5
"tX2779",3299,1824,47126.5
"tX2780",959,1604,47121.75
"tX2781",78,1293,47081
"tX2782",,1401,47061.5
"tX2783",,1322,46063
"tX2784",,1385,42430.25
"tX2785",,1529,39863.75
"tX2786",,1732,38363.75
"tX2787",,2089,37799.25
"tX2788",,2521,38396.5
"tX2789",,3063,40621.25
"tX2790",36,3540,44999.5
"tX2791",607,4031,53538.25
"tX2792",2685,3959,59660.75
"tX2793",5647,3932,62987.25
"tX2794",8696,3988,64185.75
"tX2795",11810,4445,65549.75
"tX2796",13912,4658,67189.75
"tX2797",14596,5085,66764.5
"tX2798",14389,5678,65845.25
"tX2799",13363,6629,64940
"tX2800",11376,7714,63755.25
"tX2801",8841,8839,62030.75
"tX2802",5851,9165,61337.5
"tX2803",2773,8709,60482.5
"tX2804",719,8078,59760.75
"tX2805",70,7127,57952.25
"tX2806",,6743,56029.5
"tX2807",,6268,51922.75
"tX2808",,6055,46751.75
"tX2809",,5842,43868.75
"tX2810",,5618,42367.25
"tX2811",,4865,41722.75
"tX2812",,4035,42515.25
"tX2813",,3421,44254.75
"tX2814",66,3077,47794.5
"tX2815",777,2892,54991.75
"tX2816",2566,2997,60459.5
"tX2817",5117,2793,63241.5
"tX2818",7907,3166,63307.75
"tX2819",10222,3638,64481.75
"tX2820",11874,3867,65606
"tX2821",12462,4319,65067
"tX2822",12186,5350,64352.75
"tX2823",11673,6252,62629.5
"tX2824",11044,7178,61552.25
"tX2825",9063,8682,60632.25
"tX2826",6592,8466,59379
"tX2827",3793,8109,59626.25
"tX2828",1265,8352,59530.75
"tX2829",125,7876,58058.5
"tX2830",,6699,56404.5
"tX2831",,6679,53358.5
"tX2832",,6901,49319.5
"tX2833",,7070,45560.5
"tX2834",,7264,43893.25
"tX2835",,7168,42972.5
"tX2836",,7120,43874.5
"tX2837",,7090,45627
"tX2838",107,7218,48664.5
"tX2839",1557,7159,55222
"tX2840",5447,5949,60013.5
"tX2841",10867,4458,62119.75
"tX2842",16346,4614,63083.25
"tX2843",20595,5593,64558
"tX2844",22764,6402,65915.25
"tX2845",22820,6303,64967.5
"tX2846",22305,5933,64162.5
"tX2847",20548,5687,62876
"tX2848",17622,5559,61621.25
"tX2849",13569,5568,60008.5
"tX2850",8654,5515,59148.5
